LOCATION,DATE_TIME,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,module_temp_anomaly,module_temp_res,module_temp_std_res,ambient_temp_anomaly,ambient_temp_res,ambient_temp_std_res,irradiation_anomaly,irradiation_res,irradiation_std_res
A,2020-05-15 00:00:00,25.184316133333333,22.8575074,0.0,0.0,0.08654112577380602,2.3201058968817456,0.0,0.012392853868277598,0.3811054475921438,0.0,-0.001927071583338505,0.08960406017248303
A,2020-05-15 00:15:00,25.08458866666667,22.761667866666663,0.0,0.0,0.1430888122589451,2.3201058968817456,0.0,-0.053168645620438326,0.3811054475921438,0.0,0.002058981853236233,0.08960406017248303
A,2020-05-15 00:30:00,24.935752600000004,22.59230553333333,0.0,0.0,0.04761063660271603,2.3201058968817456,0.0,-0.03731147390796252,0.3811054475921438,0.0,0.007694082813768044,0.08960406017248303
A,2020-05-15 00:45:00,24.8461304,22.36085213333333,0.0,0.0,0.5506693625486214,2.3201058968817456,0.0,0.06556982759846619,0.3811054475921438,0.0,0.026301679165162017,0.08960406017248303
A,2020-05-15 01:00:00,24.621525357142858,22.165422642857145,0.0,0.0,0.3228743635794089,2.3201058968817456,0.0,-0.1309126970709258,0.3811054475921438,0.0,0.013878670629348694,0.08960406017248303
A,2020-05-15 01:15:00,24.5360922,21.968570866666667,0.0,0.0,0.37963531218837687,2.3201058968817456,0.0,0.05453534889637268,0.3811054475921438,0.0,0.02449234285984625,0.08960406017248303
A,2020-05-15 01:30:00,24.638673866666664,22.352925666666668,0.0,0.0,1.2065007948074786,2.3201058968817456,0.0,0.29830706915015526,0.3811054475921438,0.0,0.021455110829259882,0.08960406017248303
A,2020-05-15 01:45:00,24.87302233333333,23.1609192,0.0,0.0,1.2322079575868266,2.3201058968817456,0.0,0.419247274677339,0.3811054475921438,0.0,0.01292023034171691,0.08960406017248303
A,2020-05-15 02:00:00,24.936930466666663,23.026113,0.0,0.0,0.21800768315499397,2.3201058968817456,0.0,0.2558853300108197,0.3811054475921438,0.0,0.0063977297249062925,0.08960406017248303
A,2020-05-15 02:15:00,25.0122476,23.343229266666665,0.0,0.0,0.63247090923646,2.3201058968817456,0.0,0.29720971962969855,0.3811054475921438,0.0,0.008729781949512239,0.08960406017248303
A,2020-05-15 02:30:00,25.00514933333333,23.639459266666663,0.0,0.0,0.6436568274527481,2.3201058968817456,0.0,0.17325083042650036,0.3811054475921438,0.0,0.008826257409949717,0.08960406017248303
A,2020-05-15 02:45:00,24.993019533333328,24.0394858,0.0,0.0,0.6562761273610462,2.3201058968817456,0.0,0.11074566677051578,0.3811054475921438,0.0,0.005164926061725722,0.08960406017248303
A,2020-05-15 03:00:00,25.016309428571425,24.384135571428573,0.0,0.0,0.4949483494793796,2.3201058968817456,0.0,0.11860429955720875,0.3811054475921438,0.0,0.002122223730489481,0.08960406017248303
A,2020-05-15 03:15:00,24.985215266666664,24.35150773333333,0.0,0.0,0.07049131750131821,2.3201058968817456,0.0,0.05097927797052648,0.3811054475921438,0.0,0.00014701702482808332,0.08960406017248303
A,2020-05-15 03:30:00,24.93773193333333,24.060296533333336,0.0,0.0,-0.15770963905733026,2.3201058968817456,0.0,0.1553127133717993,0.3811054475921438,0.0,-0.002530562173653217,0.08960406017248303
A,2020-05-15 03:45:00,24.87909953333333,23.709794133333336,0.0,0.0,-0.2506116076621545,2.3201058968817456,0.0,0.049864746538524685,0.3811054475921438,0.0,-0.004327229944420613,0.08960406017248303
A,2020-05-15 04:00:00,24.6789022,22.58994153333333,0.0,0.0,-1.0846131729819959,2.3201058968817456,0.0,-0.14915234156994472,0.3811054475921438,0.0,-0.006333906681367463,0.08960406017248303
A,2020-05-15 04:15:00,24.3519308,21.78364253333333,0.0,0.0,-0.8700486664560145,2.3201058968817456,0.0,-0.29020655818553465,0.3811054475921438,0.0,-0.010297838123281777,0.08960406017248303
A,2020-05-15 04:30:00,24.0626222,21.85252493333333,0.0,0.0,-0.20952520983198397,2.3201058968817456,0.0,-0.2978872351287798,0.3811054475921438,0.0,-0.010845875612851497,0.08960406017248303
A,2020-05-15 04:45:00,24.013224200000003,22.306315,0.0,0.0,0.07339936320189011,2.3201058968817456,0.0,-0.0745928354284402,0.3811054475921438,0.0,-0.00781821856731657,0.08960406017248303
A,2020-05-15 05:00:00,24.1771058,22.551908466666664,0.0,0.0,-0.04001196184003675,2.3201058968817456,0.0,0.15295051159478135,0.3811054475921438,0.0,-0.006602788657485759,0.08960406017248303
A,2020-05-15 05:15:00,24.304888,22.979492071428577,0.0,0.0,0.2978595507799042,2.3201058968817456,0.0,0.1646216284963984,0.3811054475921438,0.0,-0.0012120428319823684,0.08960406017248303
A,2020-05-15 05:30:00,24.328727266666665,23.452380466666668,0.0,0.0,0.4426573270101102,2.3201058968817456,0.0,0.17707315514957855,0.3811054475921438,0.0,-0.005713238507225937,0.08960406017248303
A,2020-05-15 05:45:00,24.28921113333333,23.09669193333333,0.0008627212413333,0.0,-0.5026013914831609,2.3201058968817456,0.0,0.07645795598873306,0.3811054475921438,0.0,-0.009328794459585645,0.08960406017248303
A,2020-05-15 06:00:00,24.088446066666663,22.2067566,0.0058869571866666,0.0,-1.031885704587154,2.3201058968817456,0.0,-0.18877303321603023,0.3811054475921438,0.0,-0.003541824807897884,0.08960406017248303
A,2020-05-15 06:15:00,24.01163526666667,22.35345866666667,0.0222816074666666,0.0,-0.022645244872165904,2.3201058968817456,0.0,-0.08502839249349847,0.3811054475921438,0.0,0.009801105644620858,0.08960406017248303
A,2020-05-15 06:30:00,23.976731266666665,22.893282,0.0494097238666666,0.0,0.46924961706367085,2.3201058968817456,0.0,-0.02634440324696996,0.3811054475921438,0.0,0.03173365377015254,0.08960406017248303
A,2020-05-15 06:45:00,24.21899,24.442443933333333,0.0953944536,0.0,1.2813759405750247,2.3201058968817456,0.0,0.230174630469147,0.3811054475921438,0.0,0.03915038555958515,0.08960406017248303
A,2020-05-15 07:00:00,24.5373984,27.185652866666665,0.1419404433333333,0.0,2.49059057698161,2.3201058968817456,0.0,0.2931937951531438,0.3811054475921438,0.0,0.05082630704979757,0.08960406017248303
A,2020-05-15 07:15:00,24.8159595,28.888477857142853,0.1547126757142856,0.0,1.5499385205194471,2.3201058968817456,0.0,0.3246223896369038,0.3811054475921438,0.0,0.028086475857730303,0.08960406017248303
A,2020-05-15 07:30:00,24.988789866666668,29.6056438,0.1487991533333333,0.0,0.8980118103822967,2.3201058968817456,0.0,0.23554423432500826,0.3811054475921438,0.0,-0.0015932997782579228,0.08960406017248303
A,2020-05-15 07:45:00,25.21618033333333,29.547110933333336,0.1447934189333333,0.0,-0.28905405497017966,2.3201058968817456,0.0,0.2477305902528002,0.3811054475921438,0.0,-0.010020455893736485,0.08960406017248303
A,2020-05-15 08:00:00,25.41951306666667,31.412544733333327,0.2016386213333333,0.0,1.5379214442486528,2.3201058968817456,0.0,0.18208010288616094,0.3811054475921438,0.0,0.04032649517847825,0.08960406017248303
A,2020-05-15 08:15:00,25.95908213333333,35.5287108,0.3457076533333333,0.0,3.722053094731205,2.3201058968817456,0.0,0.5062336252252244,0.3811054475921438,0.0,0.1445909746511746,0.08960406017248303
